date,location,machine,action,arg1,arg2,arg3
2019/05/13-13:12:15,0.13,64844671153662:lessandro-mbp,mood,9,,
2019/05/13-13:12:18,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:15:53,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:16:01,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-13:16:24,0.13,64844671153662:lessandro-mbp,examined_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-13:17:54,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:29:08,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:29:28,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:29:52,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:30:14,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:48:06,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:48:10,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:48:15,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:49:07,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:54:39,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:55:08,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:55:15,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:55:26,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-13:58:03,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-13:58:10,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-14:01:05,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-14:01:09,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-14:02:04,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-14:02:12,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-14:02:13,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-14:25:44,0.13,64844671153662:lessandro-mbp,mood,7,,
2019/05/13-14:25:45,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-14:30:20,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-14:30:26,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-14:30:50,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-14:30:56,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-14:31:02,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-14:31:05,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-14:31:06,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:02:42,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:02:49,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:02:52,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:02:57,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:03:04,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:03:32,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/13-15:03:55,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:04:01,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:04:02,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:04:04,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:04:07,0.13,64844671153662:lessandro-mbp,examined_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:04:42,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:05:33,0.13,64844671153662:lessandro-mbp,edit_card,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:05:36,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:06:47,0.13,64844671153662:lessandro-mbp,mood,7,,
2019/05/13-15:07:16,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:10:00,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:10:04,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:13:05,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:13:06,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:13:50,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:13:51,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:14:01,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:14:02,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:14:27,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:14:31,0.13,64844671153662:lessandro-mbp,examined_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:14:39,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:14:43,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:14:50,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:14:52,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:17:19,0.13,64844671153662:lessandro-mbp,edit_card,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/13-15:17:22,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:17:28,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:17:32,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:17:39,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:17:41,0.13,64844671153662:lessandro-mbp,open_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:17:52,0.13,64844671153662:lessandro-mbp,examined_todo,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:18:19,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:19:13,0.13,64844671153662:lessandro-mbp,edit_card,74ba76a0-cb18-4704-916f-5848559675d1,,
2019/05/13-15:19:14,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:19:22,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:19:24,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:19:25,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:19:26,0.13,64844671153662:lessandro-mbp,open_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/13-15:19:32,0.13,64844671153662:lessandro-mbp,examined_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/13-15:19:38,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:20:04,0.13,64844671153662:lessandro-mbp,edit_card,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/13-15:20:05,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-15:20:13,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:20:15,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:20:16,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/13-15:20:20,0.13,64844671153662:lessandro-mbp,examined_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/13-15:20:29,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:20:35,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:20:38,0.13,64844671153662:lessandro-mbp,examined_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-15:20:45,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:20:49,0.13,64844671153662:lessandro-mbp,examined_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-15:20:51,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/13-15:37:37,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/13-15:37:39,0.13,64844671153662:lessandro-mbp,open_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/13-15:37:48,0.13,64844671153662:lessandro-mbp,examined_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/13-15:37:57,0.13,64844671153662:lessandro-mbp,open_todo,3e65a4c1-0b59-4ab9-b2cf-20294f53564e,,
2019/05/13-15:38:00,0.13,64844671153662:lessandro-mbp,open_todo,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/05/13-15:38:03,0.13,64844671153662:lessandro-mbp,examined_todo,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/05/13-15:44:35,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-15:44:48,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/13-19:26:41,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-19:26:57,0.13,64844671153662:lessandro-mbp,mood,6,,
2019/05/13-19:26:58,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/13-19:44:38,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-19:45:47,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/13-19:45:54,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/13-19:45:55,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/13-20:23:44,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/14-01:37:13,0.1,132281831987612:AMOENUS.broadband,mood,9,,
2019/05/14-01:37:15,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/14-15:36:48,0.13,64844671153662:lessandro-mbp,mood,7,,
2019/05/14-15:36:49,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/14-15:57:51,0.13,64844671153662:lessandro-mbp,open_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/14-15:58:04,0.13,64844671153662:lessandro-mbp,completed_todo,26c8b580-746e-4245-be32-6e7f966565b5,,
2019/05/14-15:58:11,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/14-15:58:18,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/14-15:59:14,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/14-15:59:18,0.13,64844671153662:lessandro-mbp,open_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/14-15:59:25,0.13,64844671153662:lessandro-mbp,open_todo,3e65a4c1-0b59-4ab9-b2cf-20294f53564e,,
2019/05/14-15:59:26,0.13,64844671153662:lessandro-mbp,open_todo,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/05/14-15:59:43,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/14-16:08:36,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/14-16:08:46,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/14-16:10:39,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/14-16:44:55,0.1,64844671153662:lessandro-mbp,open_todo,861fba9e-70c0-46c2-9671-b131c0bf58e1,,
2019/05/14-16:45:46,0.1,64844671153662:lessandro-mbp,examined_todo,861fba9e-70c0-46c2-9671-b131c0bf58e1,,
2019/05/15-14:58:27,0.1,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-14:58:45,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-15:50:52,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-15:51:04,0.13,64844671153662:lessandro-mbp,mood,8,,
2019/05/15-15:51:05,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-15:53:13,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-15:53:15,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-15:53:18,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-15:53:19,0.13,64844671153662:lessandro-mbp,open_todo,861fba9e-70c0-46c2-9671-b131c0bf58e1,,
2019/05/15-15:53:35,0.13,64844671153662:lessandro-mbp,completed_todo,861fba9e-70c0-46c2-9671-b131c0bf58e1,,
2019/05/15-15:56:26,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/15-15:58:34,0.13,64844671153662:lessandro-mbp,edit_card,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-15:59:24,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/15-15:59:28,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-15:59:35,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-15:59:36,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-16:07:14,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-16:07:21,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-16:07:24,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-16:07:25,0.13,64844671153662:lessandro-mbp,open_todo,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-16:10:45,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-16:10:56,0.13,64844671153662:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/15-16:11:32,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-16:12:40,0.13,64844671153662:lessandro-mbp,add_card,70e2f310-ade6-4535-b680-91e1aa957d1a,,
2019/05/15-16:13:06,0.13,64844671153662:lessandro-mbp,add_card,9550cfb2-4901-46c6-99ba-d009558b902b,,
2019/05/15-16:13:07,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-16:13:13,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-16:13:13,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-16:13:19,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-16:13:25,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-16:13:26,0.13,64844671153662:lessandro-mbp,open_todo,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-16:13:27,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-16:13:36,0.13,64844671153662:lessandro-mbp,open_todo,9550cfb2-4901-46c6-99ba-d009558b902b,,
2019/05/15-16:37:51,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-16:38:11,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-16:39:18,0.13,64844671153662:lessandro-mbp,add_card,c0435d92-c8e3-4510-ae07-6084fdf1113c,,
2019/05/15-16:39:19,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-16:57:40,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-16:57:41,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-16:57:44,0.13,64844671153662:lessandro-mbp,open_todo,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-16:58:21,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-16:58:29,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-16:58:31,0.13,64844671153662:lessandro-mbp,open_todo,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-16:58:43,0.13,64844671153662:lessandro-mbp,completed_todo,a438bf05-c9c1-4449-8988-0665ab7f7a68,,
2019/05/15-16:58:51,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-17:00:13,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-17:00:15,0.13,64844671153662:lessandro-mbp,open_todo,c0435d92-c8e3-4510-ae07-6084fdf1113c,,
2019/05/15-17:00:20,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-17:00:22,0.13,64844671153662:lessandro-mbp,open_todo,9550cfb2-4901-46c6-99ba-d009558b902b,,
2019/05/15-17:00:23,0.13,64844671153662:lessandro-mbp,completed_todo,9550cfb2-4901-46c6-99ba-d009558b902b,,
2019/05/15-17:00:30,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-17:00:30,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-17:00:31,0.13,64844671153662:lessandro-mbp,open_todo,c0435d92-c8e3-4510-ae07-6084fdf1113c,,
2019/05/15-17:00:31,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-17:00:32,0.13,64844671153662:lessandro-mbp,open_todo,70e2f310-ade6-4535-b680-91e1aa957d1a,,
2019/05/15-17:00:34,0.13,64844671153662:lessandro-mbp,completed_todo,70e2f310-ade6-4535-b680-91e1aa957d1a,,
2019/05/15-17:19:44,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-17:19:46,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-17:19:50,0.13,64844671153662:lessandro-mbp,open_todo,c0435d92-c8e3-4510-ae07-6084fdf1113c,,
2019/05/15-17:19:54,0.13,64844671153662:lessandro-mbp,completed_todo,c0435d92-c8e3-4510-ae07-6084fdf1113c,,
2019/05/15-17:20:00,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-17:20:01,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-17:20:01,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-17:20:03,0.13,64844671153662:lessandro-mbp,open_todo,69d513b0-d484-4e91-b511-2662a4269c94,,
2019/05/15-17:20:07,0.13,64844671153662:lessandro-mbp,open_todo,3e65a4c1-0b59-4ab9-b2cf-20294f53564e,,
2019/05/15-17:20:08,0.13,64844671153662:lessandro-mbp,open_todo,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/05/15-17:20:17,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-17:21:17,0.13,64844671153662:lessandro-mbp,explore_tree,7c9b477d-1e26-419c-adfb-0f7e732c0272,,
2019/05/15-17:21:31,0.13,64844671153662:lessandro-mbp,delete_card,T40674468 - PHP\exec -> exec manual,,
2019/05/15-17:21:44,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-17:25:34,0.13,64844671153662:lessandro-mbp,add_card,16fd500b-9777-4a36-90a8-e29ea797a27d,,
2019/05/15-17:25:35,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-17:25:42,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-17:25:44,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-17:25:45,0.13,64844671153662:lessandro-mbp,open_todo,75513341-e165-4fa6-bc30-2d4e7feea599,,
2019/05/15-17:25:46,0.13,64844671153662:lessandro-mbp,open_todo,16fd500b-9777-4a36-90a8-e29ea797a27d,,
2019/05/15-17:25:48,0.13,64844671153662:lessandro-mbp,open_todo,3e65a4c1-0b59-4ab9-b2cf-20294f53564e,,
2019/05/15-17:25:52,0.13,64844671153662:lessandro-mbp,open_todo,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/05/15-17:25:57,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-17:26:21,0.13,64844671153662:lessandro-mbp,mood,6,,
2019/05/15-17:26:22,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-19:17:27,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-19:17:29,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-19:17:36,0.1,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-19:17:58,0.1,64844671153662:lessandro-mbp,mood,6,,
2019/05/15-19:18:03,0.1,64844671153662:lessandro-mbp,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/15-19:18:11,0.1,64844671153662:lessandro-mbp,examined_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/15-19:24:14,0.1,64844671153662:lessandro-mbp,open_todo,02593b49-1f3f-4d3b-a6ee-07c39d8471ab,,
2019/05/15-19:24:21,0.1,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-19:26:30,0.13,64844671153662:lessandro-mbp,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/15-19:28:24,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-19:29:34,0.13,64844671153662:lessandro-mbp,add_card,d8fd55a3-78be-43f7-af2b-c5f909975a17,,
2019/05/15-19:29:35,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-19:29:42,0.13,64844671153662:lessandro-mbp,open_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-20:22:05,0.13,64844671153662:lessandro-mbp,completed_todo,805250d6-e687-43cb-b823-f4115a7dbd24,,
2019/05/15-20:22:14,0.1,64844671153662:lessandro-mbp,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/15-22:54:09,0.1,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-22:54:14,0.1,64844671153662:lessandro-mbp,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/15-22:54:16,0.1,64844671153662:lessandro-mbp,open_todo,d8fd55a3-78be-43f7-af2b-c5f909975a17,,
2019/05/15-23:06:21,0.1,64844671153662:lessandro-mbp,completed_todo,d8fd55a3-78be-43f7-af2b-c5f909975a17,,
2019/05/15-23:06:59,0.13,64844671153662:lessandro-mbp,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/05/15-23:07:38,0.13,64844671153662:lessandro-mbp,add_card,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/05/15-23:07:39,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-23:09:41,0.13,64844671153662:lessandro-mbp,mood,8,,
2019/05/15-23:09:42,0.13,64844671153662:lessandro-mbp,quit,open.py,,
2019/05/15-23:12:10,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
2019/05/15-23:12:10,0.13,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/15-23:12:16,0.1,64844671153662:lessandro-mbp,open_todo,d3b59d83-77a0-484c-8760-a7053d0c8369,,
2019/05/15-23:12:24,0.1,64844671153662:lessandro-mbp,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/05/15-23:12:28,0.1,64844671153662:lessandro-mbp,open_todo,d3f042a1-64cc-47ea-8f91-487095606266,,
2019/05/15-23:12:41,0.1,64844671153662:lessandro-mbp,quit,todo.py,,
2019/05/16-00:12:50,0.1,132281831987612:AMOENUS.broadband,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/05/16-00:16:16,0.1,132281831987612:AMOENUS.broadband,add_card,bbc75cc2-5b73-40df-82dd-08661b840756,,
2019/05/16-00:16:17,0.1,132281831987612:AMOENUS.broadband,quit,open.py,,
2019/05/16-18:24:38,0.13,64844671153662:lessandro-mbp,open_todo,bbc75cc2-5b73-40df-82dd-08661b840756,,
2019/05/16-18:28:46,0.13,64844671153662:lessandro-mbp,completed_todo,bbc75cc2-5b73-40df-82dd-08661b840756,,
2019/05/16-18:28:52,0.13,64844671153662:lessandro-mbp,open_todo,1d2a96d2-43c6-497c-aa13-e60ea9b88599,,
